trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial0.png,1,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {The central polygon in image 1 is a hexagon (6 sides), while in all other images, the central polygon is a pentagon (5 sides).}",1.0,1599,0,35
1,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial1.png,6,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[6] {The central circle in image 6 is larger than the central circles in images 1, 2, 3, 4, and 5.}",6.0,1599,0,35
2,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial2.png,2,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {The central shape in image 2 is a square, while the central shape in all other images is a hexagon.}",2.0,1599,0,27
3,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial3.png,2,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {Image 2 is the outlier because the four smaller shapes are circles, while in all other images, the four smaller shapes are diamonds.}",2.0,1599,0,31
4,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial4.png,1,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {All other images (2-6) show a central hexagon surrounded by pentagons, whereas image 1 shows a central hexagon surrounded by hexagons.}",1.0,1599,0,33
5,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial5.png,6,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[6] {All images except 6 contain small circles around a central large circle. Image 6 contains small hexagons around a central large circle.},6.0,1599,0,30
6,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial6.png,5,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[5] {The central circle in image 5 is significantly larger than the central circles in all other images.},5.0,1599,0,23
7,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial7.png,1,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[1] {All other images (2-6) show a central pentagon surrounded by four smaller pentagons. Image 1 shows a central pentagon surrounded by four diamonds.},1.0,1599,0,37
8,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial8.png,1,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[1] {The central pentagon in image 1 is noticeably larger than the central pentagons in the other images.},1.0,1599,0,25
9,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial9.png,2,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[2] {The central polygon in image 2 is different from the central polygon in the other images. The central polygon in image 2 is wider than the others.},2.0,1599,0,35
10,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial10.png,5,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[5] {The other five images have circles surrounding the central hexagon, while image 5 has hexagons surrounding the central hexagon.}",5.0,1599,0,26
11,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial11.png,5,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[5] {The hexagon in image 5 is smaller than the hexagons in all other images.},5.0,1599,0,20
12,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial12.png,6,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[6] {The central hexagon in image 6 is significantly smaller than the central hexagons in the other five images.},6.0,1599,0,24
13,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial13.png,2,inner_n_shapes,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {Image 2 has six squares surrounding the central circle, while all other images have four squares.}",2.0,1599,0,23
14,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial14.png,5,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[5] {The central polygon in image 5 is a square, which has 4 sides. The central polygon in all other images is a hexagon, which has 6 sides.}",5.0,1599,0,38
15,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial15.png,1,inner_n_shapes,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {All other images show four hexagons, while image 1 shows six hexagons.}",1.0,1599,0,19
16,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial16.png,6,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[6] {The central square in image 6 is larger than the central square in the other five images.},6.0,1599,0,23
17,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial17.png,3,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[3] {The central shape in image 3 is a pentagon, while in all other images the central shape is a circle.}",3.0,1599,0,28
18,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial18.png,2,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[2] {All images except for image 2 contain a central diamond shape. Image 2 has a pentagon in the center instead of a diamond.},2.0,1599,0,32
19,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial19.png,3,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[3] {All images except for [3] have four hexagons surrounding a square. Image [3] has four circles surrounding a square.},3.0,1599,0,29
20,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial20.png,1,inner_n_shapes,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {Image 1 has 4 small hexagons, while the other five images have 6 small hexagons.}",1.0,1599,0,24
21,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial21.png,1,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {The central shape in image 1 is a pentagon (5 sides), while the central shape in images 2, 3, 4, 5, and 6 is a square/rhombus (4 sides).}",1.0,1599,0,51
22,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial22.png,3,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[3] {All other images have a large circle in the center, surrounded by four smaller circles. Image 3 has a pentagon in the center instead of a circle.}",3.0,1599,0,36
23,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial23.png,1,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[1] {The central circle in image 1 is significantly larger than the central circles in the other images.},1.0,1599,0,23
24,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial24.png,4,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[4] {The central shape in image 4 is a hexagon, while the central shape in all other images is a square (or diamond, which is a rotated square).}",4.0,1599,0,36
25,balanced_data/dim_balanced/nuts_and_bolts/dim2/var0/summaries/summary=trial25.png,1,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {All other images have a pentagon in the center, while image 1 has a hexagon.}",1.0,1599,0,23
