trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial0.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
1,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial1.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
2,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial2.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
3,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial3.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
4,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial4.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
5,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial5.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
6,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial6.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
7,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial7.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
8,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial8.png,4,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
9,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial9.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
10,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial10.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
11,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial11.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
12,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial12.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
13,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial13.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
14,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial14.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
15,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial15.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
16,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial16.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
17,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial17.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
18,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial18.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
19,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial19.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
20,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial20.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
21,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial21.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
22,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial22.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
23,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial23.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
24,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial24.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
25,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial25.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
26,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial26.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
27,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial27.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
28,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial28.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
29,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial29.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
30,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial30.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
31,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial31.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
32,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial32.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
33,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial33.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
34,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial34.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
35,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial35.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
