trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial0.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
1,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial1.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
2,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial2.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
3,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial3.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
4,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial4.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
5,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial5.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
6,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial6.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
7,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial7.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
8,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial8.png,4,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
9,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial9.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
10,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial10.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
11,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial11.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
12,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial12.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
13,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial13.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
14,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial14.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
15,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial15.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
16,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial16.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
17,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial17.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
18,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial18.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
19,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial19.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
20,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial20.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
21,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial21.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
22,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial22.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
23,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial23.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
24,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial24.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
25,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial25.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
26,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial26.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
27,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial27.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
28,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial28.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
29,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial29.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
30,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial30.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
31,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial31.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
32,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial32.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
33,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial33.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
34,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial34.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
35,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial35.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
36,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial36.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
37,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial37.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
38,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial38.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
39,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial39.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
40,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial40.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
41,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial41.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
42,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial42.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
43,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial43.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
44,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial44.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
45,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial45.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
46,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial46.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
47,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial47.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
48,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial48.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
49,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial49.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
50,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial50.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
51,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial51.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
52,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial52.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
53,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial53.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
54,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial54.png,4,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
55,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial55.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
56,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial56.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
57,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial57.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
58,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial58.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
59,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial59.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
60,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial60.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
61,balanced_data/dim_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial61.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
