trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial0.png,6,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
1,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial1.png,2,n_copies,1,2,"n_sides,edge_type,transform_type,n_copies"
2,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial2.png,4,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
3,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial3.png,2,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
4,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial4.png,1,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
5,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial5.png,5,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
6,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial6.png,1,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
7,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial7.png,6,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
8,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial8.png,4,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
9,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial9.png,4,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
10,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial10.png,6,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
11,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial11.png,5,n_copies,1,2,"n_sides,edge_type,transform_type,n_copies"
12,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial12.png,1,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
13,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial13.png,4,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
14,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial14.png,6,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
15,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial15.png,5,transform_type,1,2,"n_sides,edge_type,transform_type,n_copies"
16,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial16.png,5,transform_type,1,2,"n_sides,edge_type,transform_type,n_copies"
17,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial17.png,3,n_copies,1,2,"n_sides,edge_type,transform_type,n_copies"
18,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial18.png,5,transform_type,1,2,"n_sides,edge_type,transform_type,n_copies"
19,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial19.png,5,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
20,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial20.png,5,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
21,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial21.png,5,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
22,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial22.png,1,transform_type,1,2,"n_sides,edge_type,transform_type,n_copies"
23,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial23.png,5,transform_type,1,2,"n_sides,edge_type,transform_type,n_copies"
24,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial24.png,1,n_copies,1,2,"n_sides,edge_type,transform_type,n_copies"
25,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial25.png,6,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
26,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial26.png,2,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
27,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial27.png,1,transform_type,1,2,"n_sides,edge_type,transform_type,n_copies"
28,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial28.png,4,transform_type,1,2,"n_sides,edge_type,transform_type,n_copies"
29,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial29.png,4,n_sides,1,2,"n_sides,edge_type,transform_type,n_copies"
30,balanced_data/dim_balanced/regular_polygons/dim2/var1/summaries/summary=trial30.png,2,edge_type,1,2,"n_sides,edge_type,transform_type,n_copies"
