trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial0.png,2,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
1,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial1.png,3,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
2,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial2.png,4,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
3,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial3.png,4,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
4,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial4.png,4,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
5,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial5.png,2,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
6,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial6.png,2,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
7,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial7.png,5,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
8,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial8.png,6,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
9,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial9.png,1,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
10,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial10.png,6,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
11,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial11.png,2,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
12,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial12.png,3,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
13,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial13.png,1,emb2_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
14,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial14.png,2,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
15,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial15.png,6,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
16,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial16.png,1,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
17,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial17.png,6,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
18,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial18.png,6,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
19,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial19.png,2,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
20,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial20.png,2,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
21,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial21.png,2,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
22,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial22.png,3,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
23,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial23.png,5,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
24,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial24.png,3,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
25,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial25.png,6,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
26,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial26.png,3,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
27,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial27.png,1,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
28,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial28.png,5,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
29,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial29.png,6,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
30,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial30.png,5,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
31,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial31.png,6,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
32,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial32.png,1,emb2_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
33,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial33.png,6,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
34,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial34.png,4,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
35,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial35.png,5,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
36,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial36.png,2,emb2_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
37,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial37.png,4,emb2_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
38,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial38.png,4,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
39,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial39.png,6,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
40,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial40.png,3,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
41,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial41.png,2,emb2_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
42,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial42.png,2,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
43,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial43.png,5,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
44,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial44.png,6,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
45,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial45.png,3,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
46,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial46.png,3,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
47,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial47.png,6,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
48,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial48.png,6,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
49,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial49.png,2,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
50,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial50.png,6,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
51,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial51.png,4,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
52,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial52.png,2,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
53,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial53.png,5,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
54,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial54.png,2,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
55,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial55.png,6,emb3_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
56,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial56.png,3,emb1_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
57,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial57.png,4,emb2_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
58,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial58.png,3,emb1_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
59,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial59.png,6,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
60,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial60.png,6,emb2_type,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
61,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial61.png,3,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
62,balanced_data/var_balanced/glyphs/dim3/var2/summaries/summary=trial62.png,2,emb3_color,2,3,"emb1_type,emb1_color,emb2_type,emb2_color,emb3_type,emb3_color"
