trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial0.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[1] {It is a hexagon, while all other images show a pentagon.}",1,1599,0,18
1,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial1.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale",[5] {It is the only image that does not contain a circle; it contains a diamond shape instead.},5,1599,0,23
2,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial2.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[3] {All other images display a hexagon, while image 3 displays a pentagon.}",3,1599,0,20
3,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial3.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale",[3] {It is the only image that contains a small pentagon. All other images contain either a large pentagon or a large circle.},3,1599,0,30
4,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial4.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale","[1] {All other images show geometric shapes centered on the canvas, while image 1 shows a hexagon shifted towards the top left corner.}",1,1599,0,29
5,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial5.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale","[5] {It is a circle, but it is smaller than the other circles. The other circles and hexagons are of similar size.}",5,1599,0,28
6,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial6.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[1] {It is the only image that contains a shape with straight lines (a diamond/square rotated), while all other images contain a circle.}",1,1599,0,31
7,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial7.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale","[2] {Image 2 is a smaller version of the other pentagons, while the other images are either large pentagons or large squares.}",2,1599,0,30
8,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial8.png,4,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[4] {It is the only image that contains a circle, while all other images contain a polygon (a pentagon).}",4,1599,0,26
9,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial9.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[2] {All other images show a polygon (a pentagon), while image 2 shows a circle, which is not a polygon.}",2,1599,0,29
10,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial10.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale","[2] {Image 2 shows a hexagon that is smaller than the hexagons in images 1 and 5, and smaller than the squares in images 3, 4, and 6. All other images have a similarly sized shape.}",2,1599,0,50
11,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial11.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[6] {It is a circle, while the other five images are hexagons.}",6,1599,0,17
12,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial12.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale",[5] {It is the only image that contains a circle. All other images contain a hexagon.},5,1599,0,21
13,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial13.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale","[5] {Image 5 contains a significantly larger circle than the other circles and squares, while the other five images all have shapes of roughly the same smaller size.}",5,1599,0,34
14,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial14.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[1] {All other images show a hexagon, while image 1 shows a pentagon.}",1,1599,0,20
15,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial15.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale",[3] {It is the only image where the shape is visibly smaller than the shapes in the other images.},3,1599,0,23
16,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial16.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[2] {Image 2 shows a hexagon, while all other images show a square (or rhombus) rotated to varying degrees.}",2,1599,0,27
17,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial17.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[5] {It is the only image that contains a shape with straight lines (a square/rhombus), while all other images contain a circle.}",5,1599,0,32
18,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial18.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[2] {All other images display a quadrilateral (a rhombus), while image 2 displays a pentagon.}",2,1599,0,23
19,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial19.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale","[5] {Image 5 is the only image where the shape shown is larger than the others; all other shapes are approximately the same, smaller size.}",5,1599,0,32
20,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial20.png,5,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale","[5] {The other five images have their shapes centered in the image frame. The shape in image 5 is noticeably off-center, shifted towards the bottom right.}",5,1599,0,35
21,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial21.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[2] {Image 2 contains a circle, while all other images contain a square rotated by 45 degrees (a diamond shape).}",2,1599,0,29
22,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial22.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[2] {Image 2 shows a hexagon, while all other images show a circle.}",2,1599,0,19
23,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial23.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale",[1] {It is the only image that is not a circle; it is a pentagon.},1,1599,0,21
24,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial24.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale",[5] {It is the only image that contains a hexagon; all other images contain a rhombus.},5,1599,0,21
25,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial25.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[6] {The first five images display a polygon (a pentagon), while the sixth image displays a circle, which is not a polygon as it lacks straight sides.}",6,1599,0,35
26,balanced_data/var_balanced/nuts_and_bolts/dim1/var1/summaries/summary=trial26.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale","[6] {All other images show a hexagon, while image 6 shows a pentagon.}",6,1599,0,20
