trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial0.png,6,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[6] {The central shape in image 6 is a circle, while in all other images the central shape is a pentagon.}",6,1599,0,28
1,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial1.png,1,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[1] {All other images have a hexagon or a smaller circle in the center. Image 1 has a large circle in the center.},1,1599,0,29
2,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial2.png,6,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[6] {The central shape in images 1-5 is a hexagon. In image 6, the central shape is a pentagon.}",6,1599,0,30
3,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial3.png,2,inner_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {All other images show six smaller shapes surrounding the central pentagon, while image 2 shows only four smaller shapes.}",2,1599,0,27
4,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial4.png,1,inner_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {All other images (2, 3, 4, 5, 6) feature an inner hexagon surrounded by five-sided polygons (pentagons). Image 1, however, has an inner hexagon surrounded by four-sided polygons (squares/rhombuses).}",1,1599,0,59
5,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial5.png,6,inner_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[6] {Images 1, 2, 3, 4, and 5 all feature a central shape surrounded by circles. Image 6 has a central circle surrounded by diamonds, making it the outlier.}",6,1599,0,45
6,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial6.png,5,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[5] {The central circle in image 5 is significantly larger than the central circles in all other images.},5,1599,0,23
7,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial7.png,1,inner_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[1] {All other images (2, 3, 4, 5, 6) feature small pentagons surrounding the central shape. Image 1 is the only one where the surrounding shapes are diamonds (rhombi).}",1,1599,0,48
8,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial8.png,3,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[3] {The central shape in image 3 is larger than the central shapes in all other images.},3,1599,0,22
9,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial9.png,2,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {The central pentagon in image 2 is larger than the other pentagons in images 2, 4, and 5. In all other images (1, 3, and 6), the central pentagon is the same size as the surrounding shapes (circles).}",2,1599,0,60
10,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial10.png,2,inner_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {Images 1, 3, 4, 5, and 6 all feature a central hexagon and four surrounding circles. Image 2, however, replaces the four surrounding circles with four diamonds.}",2,1599,0,45
11,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial11.png,2,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {The central polygon is a hexagon in images 1, 5, and 6, and a square in images 3, 4, and 6. Images 1, 3, 4, 5, and 6 all show a large central shape, whereas image 2 shows a small central shape.}",2,1599,0,70
12,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial12.png,2,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[2] {All other images show the central hexagon and surrounding pentagons with outlines of the same thickness. Image 2 has a central hexagon with a thicker outline than the surrounding pentagons.},2,1599,0,39
13,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial13.png,3,inner_n_shapes,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[3] {All other images show four shapes arranged around a central circle, while image 3 shows six shapes around the central circle.}",3,1599,0,28
14,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial14.png,2,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {All other images have a hexagon as the central shape, while image 2 has a circle.}",2,1599,0,23
15,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial15.png,5,inner_n_shapes,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[5] {It is the only image that contains six smaller shapes around the central circle; all other images have four smaller shapes.},5,1599,0,27
16,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial16.png,1,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[5] {It is the only image where the small shapes are regular hexagons and the central shape is a square.},5,1599,0,24
17,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial17.png,2,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {All other images show a circle in the center, whereas image 2 has a hexagon in the center.}",2,1599,0,25
18,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial18.png,5,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[5] {It is the only image where the central shape is a circle instead of a square (or diamond).},5,1599,0,24
19,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial19.png,3,inner_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[3] {It is the only image where the surrounding shapes are circles, while in all other images, they are hexagons.}",3,1599,0,26
20,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial20.png,6,inner_n_shapes,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[6] {The other five images (1, 2, 3, 4, 5) all feature six smaller hexagons surrounding a central diamond shape. Image 6 is different because it only has four smaller hexagons surrounding the central diamond.}",6,1599,0,51
21,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial21.png,2,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {The central shape is a hexagon, while in all other images the central shape is a square (or diamond).}",2,1599,0,26
22,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial22.png,3,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[3] {Image 3 is the only image where the central shape is different from the surrounding shapes, and the surrounding shapes are circles. All other images either have all circles (1, 2) or a central circle with surrounding hexagons (4, 5, 6).}",3,1599,0,58
23,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial23.png,2,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[2] {The central circle in image 2 is larger than in the other images.},2,1599,0,19
24,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial24.png,2,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes","[2] {The central shape in image 2 is a hexagon, while the central shape in all other images is a square (or rhombus, which is a type of square rotated 45 degrees).}",2,1599,0,42
25,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial25.png,1,nested_shape_type,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[1] {It is the only image where the central shape is a square. All other images have a pentagon as the central shape.},1,1599,0,29
26,balanced_data/var_balanced/nuts_and_bolts/dim2/var1/summaries/summary=trial26.png,2,nested_shape_scale,1,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes",[2] {The hexagon in image 2 is rotated by 90 degrees compared to the hexagons in all other images.},2,1599,0,26
