trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial0.png,6,emb1_color,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","[6] {In all other images, the two small circles at the bottom are red, whereas in image 6, they are green.}",6,1599,0,29
1,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial1.png,2,emb1_type,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","[2] {All other images show two straight horizontal lines, while image 2 has one straight line and one wavy line.}",2,1599,0,26
2,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial2.png,4,emb1_color,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","The outlier is [4] because {it is the only image where the bottom elements are red circles instead of green circles or a green line. Images 1 and 5 have green circles, while images 2, 3, and 6 have a green line.}",4,1599,0,55
3,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial3.png,3,emb2_color,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","[1] {All other images show the two vertical lines connected either by a horizontal line or by having the blue ovals between them. Image 1, however, shows the blue ovals inside the vertical lines, but the ovals are also separated from the lines themselves. The description of the other images that also include the ovals is that the ovals are *between* the vertical lines, meaning that the outer edges of the ovals should be touching the inner edges of the vertical lines. Image 1 is the only one where this is not the case.}",1,1599,0,115
4,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial4.png,3,emb2_color,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","[3] {All other images show two green circles, while image 3 shows two red circles.}",3,1599,0,21
5,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial5.png,1,emb1_type,1,2,"emb1_type,emb1_color,emb2_type,emb2_color",[1] {All other images have two red circles or a green wavy line. Image 1 has both a red line and green circles.},1,1599,0,29
6,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial6.png,1,emb1_type,1,2,"emb1_type,emb1_color,emb2_type,emb2_color",The outlier is [1] because {it is the only image where the bottom line is straight instead of wavy. All other images have two wavy horizontal lines.},1,1599,0,32
7,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial7.png,3,emb2_type,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","[3] {Image 3 is the only one with a horizontal red wavy line connecting the two vertical black lines. All other images have two vertical black lines and four small colored circles (either all green, or two red and two green) between them.}",3,1599,0,52
8,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial8.png,6,emb1_type,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","[6] {All other images depict either 4 blue circles or 2 blue circles and a blue wavy line, while image 6 has 2 blue wavy lines and no circles.}",6,1599,0,38
9,balanced_data/dim_balanced/glyphs/dim2/var1/summaries/summary=trial9.png,4,emb1_type,1,2,"emb1_type,emb1_color,emb2_type,emb2_color","[4] {The middle horizontal line in image 4 is green, while the middle horizontal line in the other five images is either red or green, but the outlier is the one whose bottom line is not straight like the others. It is wavy, whereas all others are straight.}",4,1599,0,57
