trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial0.png,6,module1_color,3,2,"module1_shape,module1_color,module2_shape,module2_color","[6] {In images 1, 2, 3, 4, and 5, the lower shape is colored red. In image 6, the lower shape is colored green.}",6,1599,0,41
1,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial1.png,3,module1_shape,3,2,"module1_shape,module1_color,module2_shape,module2_color","[3] {In image 3, the top shape is a circle and the bottom shape is a square. In all other images, the top shape is a square and the bottom shape is a circle, or both shapes are circles.}",3,1599,0,48
2,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial2.png,1,module1_color,3,2,"module1_shape,module1_color,module2_shape,module2_color","[5] {It is the only image where both shapes are squares, whereas the other images contain at least one circle.}",5,1599,0,25
3,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial3.png,1,module2_color,3,2,"module1_shape,module1_color,module2_shape,module2_color","[6] {All other images contain at least two different colors, whereas image 6 only contains blue.}",6,1599,0,22
4,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial4.png,5,module2_color,3,2,"module1_shape,module1_color,module2_shape,module2_color","[5] {All other images consist of two shapes that are either both squares or both circles. Image 5 is the only one with a circle and a square, and they are also of different colors (blue and green) while all other images use only two colors in total for the shapes (green and red, or just green).}",5,1599,0,68
5,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial5.png,5,module1_shape,3,2,"module1_shape,module1_color,module2_shape,module2_color",[4] {It is the only image where both shapes are the same color (red). All other images feature shapes of different colors (green and red).},4,1599,0,32
6,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial6.png,5,module1_shape,3,2,"module1_shape,module1_color,module2_shape,module2_color",[4] {This is the only image that consists of two triangles. All other images contain a circle and a triangle.},4,1599,0,25
7,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial7.png,6,module2_shape,3,2,"module1_shape,module1_color,module2_shape,module2_color","[4] {This image shows two squares stacked, while all other images show a combination of a circle and a square, or two circles (not shown in this set).}",4,1599,0,35
8,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial8.png,5,module1_shape,3,2,"module1_shape,module1_color,module2_shape,module2_color",[5] {It is the only image where one of the shapes is a circle. All other images contain only squares or triangles.},5,1599,0,27
9,balanced_data/var_balanced/totems/dim2/var3/summaries/summary=trial9.png,2,module1_shape,3,2,"module1_shape,module1_color,module2_shape,module2_color","[2] {All other images show two shapes where both shapes are either circles or squares, and if they are two different shapes, the top shape is a square and the bottom shape is a circle. Image 2 is the only one with a circle on top of a square.}",2,1599,0,57
