trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial0.png,6,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
1,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial1.png,2,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
2,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial2.png,4,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
3,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial3.png,3,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
4,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial4.png,3,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
5,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial5.png,1,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
6,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial6.png,1,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
7,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial7.png,3,module2_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
8,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial8.png,6,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
9,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial9.png,4,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
10,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial10.png,2,module2_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
11,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial11.png,2,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
12,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial12.png,2,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
13,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial13.png,2,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
14,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial14.png,6,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
15,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial15.png,5,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
16,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial16.png,3,module2_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
17,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial17.png,5,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
18,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial18.png,5,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
19,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial19.png,3,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
20,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial20.png,6,module2_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
21,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial21.png,3,module2_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
22,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial22.png,6,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
23,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial23.png,1,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
24,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial24.png,1,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
25,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial25.png,5,module2_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
26,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial26.png,2,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
27,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial27.png,4,module1_shape,1,2,"module1_shape,module1_color,module2_shape,module2_color"
28,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial28.png,1,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
29,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial29.png,3,module1_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
30,balanced_data/dim_balanced/totems/dim2/var1/summaries/summary=trial30.png,6,module2_color,1,2,"module1_shape,module1_color,module2_shape,module2_color"
