trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,data/spirographs/dim2/var2/summaries/summary=trial0.png,4,radial_scale,2,3,"radial_primitive,radial_scale,radius","[4] {The triangles in image 4 are smaller than the triangles in images 2 and 3, and the other images show hexagons.}",4,1599,0,0
1,data/spirographs/dim2/var2/summaries/summary=trial1.png,6,radius,2,3,"radial_primitive,radial_scale,radius","[2] {The outlier, image 2, is the only image containing shapes with 5 sides (pentagons). All other images contain shapes with 3 sides (triangles).}",2,1599,0,0
2,data/spirographs/dim2/var2/summaries/summary=trial2.png,1,radial_scale,2,3,"radial_primitive,radial_scale,radius","[1] {All other images show either four identical circles or four identical pentagons. Image 1 shows four pentagons, but they are not all identical: the top, bottom, and right pentagons are rotated differently from the left pentagon.}",1,1599,0,0
3,data/spirographs/dim2/var2/summaries/summary=trial3.png,5,radial_scale,2,3,"radial_primitive,radial_scale,radius","[3] {Image 3 is the outlier because it contains hexagons, while all other images contain circles.}",3,1599,0,0
4,data/spirographs/dim2/var2/summaries/summary=trial4.png,6,radial_scale,2,3,"radial_primitive,radial_scale,radius","[6] {Image 6 has four triangles that are not uniform in size and are also not equilateral, while the triangles in image 3 and 5 are all equilateral.}",6,1599,0,0
5,data/spirographs/dim2/var2/summaries/summary=trial5.png,3,radial_primitive,2,3,"radial_primitive,radial_scale,radius","[3] {This image contains four pentagons, while all other images contain four hexagons.}",3,1599,0,0
6,data/spirographs/dim2/var2/summaries/summary=trial6.png,4,radial_primitive,2,3,"radial_primitive,radial_scale,radius","[4] {This image features pentagons, while all other images feature squares or diamonds (which are types of quadrilaterals).}",4,1599,0,0
7,data/spirographs/dim2/var2/summaries/summary=trial7.png,5,radial_primitive,2,3,"radial_primitive,radial_scale,radius","[5] {All other images contain triangles, while image 5 contains circles.}",5,1599,0,0
8,data/spirographs/dim2/var2/summaries/summary=trial8.png,1,radial_primitive,2,3,"radial_primitive,radial_scale,radius","[1] {All other images show four diamonds, while image 1 shows four triangles.}",1,1599,0,0
9,data/spirographs/dim2/var2/summaries/summary=trial9.png,5,radius,2,3,"radial_primitive,radial_scale,radius","[5] {Image 5 is the only image where the shapes are filled, whereas the shapes in the other five images are outlines.}",5,1599,0,0
10,data/spirographs/dim2/var2/summaries/summary=trial10.png,2,radial_primitive,2,3,"radial_primitive,radial_scale,radius","[2] {Image 2 contains circles, while all other images contain diamonds.}",2,1599,0,0
11,data/spirographs/dim2/var2/summaries/summary=trial11.png,2,radius,2,3,"radial_primitive,radial_scale,radius","[6] {All other images show four identical shapes (either circles or diamonds) arranged in a cross pattern. Image 6 is different from images 1 and 4 in that its circles are filled in, while images 1 and 4 depict hollow circles.}",6,1599,0,0
12,data/spirographs/dim2/var2/summaries/summary=trial12.png,1,radius,2,3,"radial_primitive,radial_scale,radius","[1] {Image 1 is the outlier because the circles are smaller than the circles in images 2 and 5. The hexagons in images 3, 4, and 6 are all the same size relative to each other. The circles in images 2 and 5 are also the same size relative to each other, but the circles in image 1 are distinctly smaller.}",1,1599,0,0
13,data/spirographs/dim2/var2/summaries/summary=trial13.png,2,radius,2,3,"radial_primitive,radial_scale,radius","[4] {This image contains four hexagons, while the other five images contain four triangles.}",4,1599,0,0
14,data/spirographs/dim2/var2/summaries/summary=trial14.png,5,radial_scale,2,3,"radial_primitive,radial_scale,radius",[3] {The images either feature four triangles or four pentagons. Image 3 is the only one in which the pentagons are not oriented in the same direction.},3,1599,0,0
15,data/spirographs/dim2/var2/summaries/summary=trial15.png,5,radial_scale,2,3,"radial_primitive,radial_scale,radius","[1] {Image 1 shows four triangles, while the other five images show four pentagons.}",1,1599,0,0
16,data/spirographs/dim2/var2/summaries/summary=trial16.png,3,radius,2,3,"radial_primitive,radial_scale,radius","[3] {The other five images contain four identical shapes that are all the same size and orientation, while image 3 contains four identical shapes that are not all the same size and orientation.}",3,1599,0,0
17,data/spirographs/dim2/var2/summaries/summary=trial17.png,1,radial_primitive,2,3,"radial_primitive,radial_scale,radius","[1] {All other images contain four identical diamond shapes, whereas image 1 contains four triangle shapes, each oriented in a different direction (up, down, left, right).}",1,1599,0,0
18,data/spirographs/dim2/var2/summaries/summary=trial18.png,5,radial_scale,2,3,"radial_primitive,radial_scale,radius","[1] {All other images contain pentagons, while image 1 contains diamonds.}",1,1599,0,0
