trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,data/nuts_and_bolts/dim1/var1/summaries/summary=trial0.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
1,data/nuts_and_bolts/dim1/var1/summaries/summary=trial1.png,3,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
2,data/nuts_and_bolts/dim1/var1/summaries/summary=trial2.png,2,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
3,data/nuts_and_bolts/dim1/var1/summaries/summary=trial3.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
4,data/nuts_and_bolts/dim1/var1/summaries/summary=trial4.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
5,data/nuts_and_bolts/dim1/var1/summaries/summary=trial5.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
6,data/nuts_and_bolts/dim1/var1/summaries/summary=trial6.png,1,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
7,data/nuts_and_bolts/dim1/var1/summaries/summary=trial7.png,3,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
8,data/nuts_and_bolts/dim1/var1/summaries/summary=trial8.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
9,data/nuts_and_bolts/dim1/var1/summaries/summary=trial9.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
10,data/nuts_and_bolts/dim1/var1/summaries/summary=trial10.png,4,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
11,data/nuts_and_bolts/dim1/var1/summaries/summary=trial11.png,4,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
12,data/nuts_and_bolts/dim1/var1/summaries/summary=trial12.png,4,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
13,data/nuts_and_bolts/dim1/var1/summaries/summary=trial13.png,4,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
14,data/nuts_and_bolts/dim1/var1/summaries/summary=trial14.png,5,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
15,data/nuts_and_bolts/dim1/var1/summaries/summary=trial15.png,6,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
16,data/nuts_and_bolts/dim1/var1/summaries/summary=trial16.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
17,data/nuts_and_bolts/dim1/var1/summaries/summary=trial17.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
18,data/nuts_and_bolts/dim1/var1/summaries/summary=trial18.png,1,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
19,data/nuts_and_bolts/dim1/var1/summaries/summary=trial19.png,4,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
20,data/nuts_and_bolts/dim1/var1/summaries/summary=trial20.png,6,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
21,data/nuts_and_bolts/dim1/var1/summaries/summary=trial21.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
22,data/nuts_and_bolts/dim1/var1/summaries/summary=trial22.png,4,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
23,data/nuts_and_bolts/dim1/var1/summaries/summary=trial23.png,4,nested_shape_scale,1,1,"nested_shape_type,nested_shape_scale"
24,data/nuts_and_bolts/dim1/var1/summaries/summary=trial24.png,2,nested_shape_type,1,1,"nested_shape_type,nested_shape_scale"
