trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,data/glyphs/dim2/var3/summaries/summary=trial0.png,4,emb2_color,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[4] {This image contains green circles, while all other images contain only blue and red elements, or only blue elements.}",4,1599,0,0
1,data/glyphs/dim2/var3/summaries/summary=trial1.png,5,emb2_type,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[5] {All other images show two vertical lines, a horizontal or wavy line at the bottom, and two small oval shapes in the middle. Image 5 is the only one with no small oval shapes and features a wavy line in the middle instead of at the bottom.}",5,1599,0,0
2,data/glyphs/dim2/var3/summaries/summary=trial2.png,5,emb2_color,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[6] {Image 6 is the only one that has two distinct colored elements at the bottom, while the others either have one element or two elements of the same color.}",6,1599,0,0
3,data/glyphs/dim2/var3/summaries/summary=trial3.png,5,emb2_type,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[3] {All other images show two distinct colors for the horizontal lines, while image 3 has both horizontal lines in green.}",3,1599,0,0
4,data/glyphs/dim2/var3/summaries/summary=trial4.png,3,emb2_type,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[3] {It is the only image where the middle horizontal line is straight. In all other images, the middle horizontal line is wavy.}",3,1599,0,0
5,data/glyphs/dim2/var3/summaries/summary=trial5.png,5,emb2_type,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[5] {It is the only image where the horizontal line is straight, not wavy.}",5,1599,0,0
6,data/glyphs/dim2/var3/summaries/summary=trial6.png,1,emb2_color,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[1] {All other images contain only two or three colors. Image 1 contains four different colors (black, blue, red, and white background).}",1,1599,0,0
7,data/glyphs/dim2/var3/summaries/summary=trial7.png,2,emb1_type,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[4] {This is the only image that contains lines of three different colors (black, red, and green). All other images contain only two different colors of lines.}",4,1599,0,0
8,data/glyphs/dim2/var3/summaries/summary=trial8.png,3,emb1_color,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[4] {The image is composed of two vertical black lines and two horizontal red lines, forming a perfect 'H'. All other images have at least one blue or curved line, or both.}",4,1599,0,0
9,data/glyphs/dim2/var3/summaries/summary=trial9.png,3,emb1_type,3,2,"emb1_type,emb1_color,emb2_type,emb2_color","[3] {It is the only image where all three colored elements (the horizontal line, the two circles, and the curved line) are present, but the two circles are not the same color as the wavy horizontal line. In all other images, there is a consistent color scheme for pairs of elements or all elements are the same color, or only one color is used for all elements.}",3,1599,0,0
