trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,data/totems/dim2/var2/summaries/summary=trial0.png,4,module2_color,2,2,"module1_shape,module1_color,module2_shape,module2_color"
1,data/totems/dim2/var2/summaries/summary=trial1.png,6,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
2,data/totems/dim2/var2/summaries/summary=trial2.png,1,module2_color,2,2,"module1_shape,module1_color,module2_shape,module2_color"
3,data/totems/dim2/var2/summaries/summary=trial3.png,1,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
4,data/totems/dim2/var2/summaries/summary=trial4.png,5,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
5,data/totems/dim2/var2/summaries/summary=trial5.png,6,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
6,data/totems/dim2/var2/summaries/summary=trial6.png,3,module2_color,2,2,"module1_shape,module1_color,module2_shape,module2_color"
7,data/totems/dim2/var2/summaries/summary=trial7.png,3,module1_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
8,data/totems/dim2/var2/summaries/summary=trial8.png,5,module1_color,2,2,"module1_shape,module1_color,module2_shape,module2_color"
9,data/totems/dim2/var2/summaries/summary=trial9.png,1,module1_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
10,data/totems/dim2/var2/summaries/summary=trial10.png,4,module1_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
11,data/totems/dim2/var2/summaries/summary=trial11.png,1,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
12,data/totems/dim2/var2/summaries/summary=trial12.png,5,module1_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
13,data/totems/dim2/var2/summaries/summary=trial13.png,4,module1_color,2,2,"module1_shape,module1_color,module2_shape,module2_color"
14,data/totems/dim2/var2/summaries/summary=trial14.png,6,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
15,data/totems/dim2/var2/summaries/summary=trial15.png,5,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
16,data/totems/dim2/var2/summaries/summary=trial16.png,6,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
17,data/totems/dim2/var2/summaries/summary=trial17.png,4,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
18,data/totems/dim2/var2/summaries/summary=trial18.png,2,module1_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
19,data/totems/dim2/var2/summaries/summary=trial19.png,1,module2_color,2,2,"module1_shape,module1_color,module2_shape,module2_color"
20,data/totems/dim2/var2/summaries/summary=trial20.png,5,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
21,data/totems/dim2/var2/summaries/summary=trial21.png,5,module1_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
22,data/totems/dim2/var2/summaries/summary=trial22.png,6,module1_color,2,2,"module1_shape,module1_color,module2_shape,module2_color"
23,data/totems/dim2/var2/summaries/summary=trial23.png,1,module2_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
24,data/totems/dim2/var2/summaries/summary=trial24.png,5,module1_shape,2,2,"module1_shape,module1_color,module2_shape,module2_color"
