trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial0.png,6,emb1_type,1,1,"emb1_type,emb1_color","[6] {Images 1-5 all depict a shape resembling an upside-down ""U"" or two vertical lines with two small circles or semi-circles at their base. The only distinguishing feature between 1-3 and 4-5 is the color of the smaller shapes at the bottom (green vs. red). Image 6, however, replaces these smaller shapes with a single horizontal red line connecting the bases of the two vertical lines. This makes image 6 visually distinct from the other five.}",6,1599,0,104
1,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial1.png,5,emb1_type,1,1,"emb1_type,emb1_color","[5] {All other images have a straight line connecting the bottom of the two vertical lines, while image 5 has a wavy line.}",5,1599,0,29
2,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial2.png,1,emb1_type,1,1,"emb1_type,emb1_color","[1] {All other images show two complete, closed shapes (either circles or ovals) at the bottom of the two vertical lines. Image 1, however, shows a single, continuous wavy line that connects the bottoms of the two vertical lines but does not form two distinct closed shapes.}",1,1599,0,60
3,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial3.png,1,emb1_color,1,1,"emb1_type,emb1_color","[1] {The other five images have blue markings at the bottom, while image 1 has green markings.}",1,1599,0,23
4,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial4.png,6,emb1_color,1,1,"emb1_type,emb1_color","[6] {Images 1-5 have green elements, while image 6 has a red element.}",6,1599,0,22
5,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial5.png,5,emb1_type,1,1,"emb1_type,emb1_color","[5] {All other images show two vertical black lines connected by a single curved line at the bottom, whereas image 5 shows two vertical black lines with two unconnected green circles at the bottom.}",5,1599,0,40
6,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial6.png,1,emb1_type,1,1,"emb1_type,emb1_color","[1] {The horizontal line in image 1 is straight, while in all other images it is wavy.}",1,1599,0,23
7,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial7.png,2,emb1_color,1,1,"emb1_type,emb1_color","[2] {Image 2 is the outlier because it is the only image where the bottom connecting element (the two small circles) is blue. In all other images, the bottom connecting element is green.}",2,1599,0,42
8,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial8.png,4,emb1_type,1,1,"emb1_type,emb1_color",[4] {It is the only image where the two vertical lines are connected at the bottom by a horizontal line.},4,1599,0,24
9,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial9.png,2,emb1_type,1,1,"emb1_type,emb1_color",[2] {Image 2 is the only one where the bottom horizontal line is curved instead of straight.},2,1599,0,22
10,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial10.png,2,emb1_color,1,1,"emb1_type,emb1_color","[2] {The images show two vertical black lines and a horizontal shape connecting their bottoms. In images 1, 3, 4, 5, and 6, the horizontal shape is green. In image 2, the horizontal shape is blue.}",2,1599,0,54
11,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial11.png,6,emb1_type,1,1,"emb1_type,emb1_color",[6] {It is the only image where the bottom horizontal line is straight. All other images have a wavy or curved bottom line.},6,1599,0,28
12,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial12.png,5,emb1_type,1,1,"emb1_type,emb1_color","[5] {Image 5 is the only image that does not contain two circles at the bottom of the two vertical lines. Instead, it has a single horizontal line connecting the bottoms of the vertical lines.}",5,1599,0,42
13,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial13.png,5,emb1_type,1,1,"emb1_type,emb1_color","[5] {All other images show two vertical black lines connected at the bottom by a curved line (either red or green). Image 5 is the only one where the two vertical lines are connected by two separate small green ovals, rather than a single continuous curved line.}",5,1599,0,56
14,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial14.png,6,emb1_color,1,1,"emb1_type,emb1_color","[6] {The other five images have green lines or shapes at the bottom, whereas image 6 has red shapes.}",6,1599,0,25
15,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial15.png,4,emb1_type,1,1,"emb1_type,emb1_color","[4] {This image features a straight red line connecting the two vertical black lines, whereas all other images have a curved line (either blue or red) connecting them.}",4,1599,0,35
16,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial16.png,6,emb1_color,1,1,"emb1_type,emb1_color","[6] {Images 1, 2, 3, 4, and 5 contain green elements, while image 6 contains blue elements.}",6,1599,0,32
17,balanced_data/var_balanced/glyphs/dim1/var1/summaries/summary=trial17.png,4,emb1_color,1,1,"emb1_type,emb1_color","[4] {This is the only image where the bottom line is blue; in all other images, it is red.}",4,1599,0,25
