trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns,response,answer,n_input_tokens,n_thought_tokens,n_output_tokens
0,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial0.png,2,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[2] {Images 1, 3, 4, 5, and 6 show a set of similar shapes that are rotated and scaled in relation to each other, creating a larger overall shape. Image 2, however, contains only a set of square shapes that are rotated and scaled around a central point without forming a larger encompassing shape.}",2,1599,0,72
1,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial1.png,4,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[2] {Images 1, 3, 4, 5, and 6 consist of multiple nested outlines of a shape, where the shapes gradually scale down towards the center. Image 2, on the other hand, shows three overlapping shapes rather than nested ones.}",2,1599,0,57
2,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial2.png,3,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[3] {All other images display a collection of circles or curved shapes, while image 3 displays a collection of squares.}",3,1599,0,26
3,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial3.png,1,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[1] {All other images show overlapping shapes, while image 1 shows concentric shapes that do not overlap.}",1,1599,0,23
4,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial4.png,6,n_copies,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[6] {Images 1, 2, 3, 4, and 5 all feature overlapping shapes. Image 6 shows three distinct, non-overlapping shapes.}",6,1599,0,37
5,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial5.png,1,composition_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[3] {All other images show concentric shapes, while image 3 shows overlapping, non-concentric triangles.}",3,1599,0,24
6,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial6.png,2,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[2] {All other images are composed of only straight lines, while image 2 contains curved lines in its shapes.}",2,1599,0,25
7,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial7.png,3,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[3] {Image 3 is the only image that contains circles. All other images contain shapes with straight edges or curved segments that form pointy rather than rounded forms (e.g., Image 4). The shapes in Image 3 are distinct circles.}",3,1599,0,52
8,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial8.png,4,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[1] {All other images show concentric shapes, while image 1 shows a single, filled-in shape composed of many lines.}",1,1599,0,28
9,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial9.png,5,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[3] {All other images show nested shapes, while image 3 shows overlapping but not nested shapes.}",3,1599,0,22
10,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial10.png,5,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[5] {Image 5 is composed of multiple overlapping circles, while all other images are composed of shapes with corners and straight or slightly curved edges (polygons, stars, or shapes resembling a spider web).}",5,1599,0,43
11,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial11.png,6,composition_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[6] {The image is a filled shape, while the other five images are outlines of shapes.}",6,1599,0,21
12,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial12.png,1,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[1] {All other images show concentric shapes, while image 1 shows overlapping shapes that are not concentrically arranged.}",1,1599,0,25
13,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial13.png,5,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[3] {All other images show nested, concentric shapes that are either symmetrical around a central point or gradually shrink and rotate around a central point, creating a spiral effect. Image 3 has squares that are arranged in a more scattered and less centrally aligned manner, not forming a clear spiral or concentric pattern like the others.}",3,1599,0,65
14,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial14.png,4,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[4] {This image features a spiral of regular hexagons, while all other images show shapes that are irregular or distorted versions of other polygons (like the 'petal' shapes in 2 and 3, or the squiggly outlines in 1, 5 and 6 which approximate irregular quadrilaterals or pentagons). The hexagons in image 4 are clearly defined and regular polygons.}",4,1599,0,81
15,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial15.png,4,n_copies,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale",[4] {This image is the only one that does not exhibit rotational symmetry. The other five images all have a central point around which the design can be rotated by a certain angle to appear the same.},4,1599,0,42
16,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial16.png,6,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[6] {The other five images consist of overlapping shapes, while image 6 has three distinct, non-overlapping circles.}",6,1599,0,26
17,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial17.png,4,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[2] {All other images are composed of overlapping or intersecting lines, creating a sense of depth or layering, whereas image 2 is composed of concentric, non-overlapping shapes.}",2,1599,0,37
18,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial18.png,3,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[3] {All other images display a radial or rotational symmetry, while image 3 displays a linear symmetry.}",3,1599,0,23
19,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial19.png,2,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale","[2] {All other images are composed of polygons (shapes with straight edges), while image 2 is composed of circles (shapes with curved edges).}",2,1599,0,31
