trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,data/nuts_and_bolts/dim2/var0/summaries/summary=trial0.png,6,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
1,data/nuts_and_bolts/dim2/var0/summaries/summary=trial1.png,3,inner_n_shapes,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
2,data/nuts_and_bolts/dim2/var0/summaries/summary=trial2.png,4,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
3,data/nuts_and_bolts/dim2/var0/summaries/summary=trial3.png,3,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
4,data/nuts_and_bolts/dim2/var0/summaries/summary=trial4.png,5,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
5,data/nuts_and_bolts/dim2/var0/summaries/summary=trial5.png,1,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
6,data/nuts_and_bolts/dim2/var0/summaries/summary=trial6.png,3,inner_n_shapes,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
7,data/nuts_and_bolts/dim2/var0/summaries/summary=trial7.png,5,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
8,data/nuts_and_bolts/dim2/var0/summaries/summary=trial8.png,5,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
9,data/nuts_and_bolts/dim2/var0/summaries/summary=trial9.png,4,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
10,data/nuts_and_bolts/dim2/var0/summaries/summary=trial10.png,4,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
11,data/nuts_and_bolts/dim2/var0/summaries/summary=trial11.png,4,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
12,data/nuts_and_bolts/dim2/var0/summaries/summary=trial12.png,6,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
13,data/nuts_and_bolts/dim2/var0/summaries/summary=trial13.png,5,inner_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
14,data/nuts_and_bolts/dim2/var0/summaries/summary=trial14.png,5,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
15,data/nuts_and_bolts/dim2/var0/summaries/summary=trial15.png,4,inner_n_shapes,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
16,data/nuts_and_bolts/dim2/var0/summaries/summary=trial16.png,4,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
17,data/nuts_and_bolts/dim2/var0/summaries/summary=trial17.png,6,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
18,data/nuts_and_bolts/dim2/var0/summaries/summary=trial18.png,6,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
19,data/nuts_and_bolts/dim2/var0/summaries/summary=trial19.png,3,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
20,data/nuts_and_bolts/dim2/var0/summaries/summary=trial20.png,5,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
21,data/nuts_and_bolts/dim2/var0/summaries/summary=trial21.png,6,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
22,data/nuts_and_bolts/dim2/var0/summaries/summary=trial22.png,1,nested_shape_type,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
23,data/nuts_and_bolts/dim2/var0/summaries/summary=trial23.png,4,inner_n_shapes,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
24,data/nuts_and_bolts/dim2/var0/summaries/summary=trial24.png,3,nested_shape_scale,0,2,"nested_shape_type,nested_shape_scale,inner_shape_type,inner_n_shapes"
