trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial0.png,2,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
1,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial1.png,4,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
2,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial2.png,3,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
3,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial3.png,1,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
4,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial4.png,6,n_copies,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
5,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial5.png,1,composition_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
6,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial6.png,2,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
7,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial7.png,3,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
8,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial8.png,4,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
9,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial9.png,5,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
10,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial10.png,5,edge_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
11,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial11.png,6,composition_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
12,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial12.png,1,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
13,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial13.png,5,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
14,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial14.png,4,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
15,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial15.png,4,n_copies,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
16,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial16.png,6,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
17,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial17.png,4,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
18,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial18.png,3,transform_type,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
19,balanced_data/dim_balanced/regular_polygons/dim3/var5/summaries/summary=trial19.png,2,n_sides,5,3,"n_sides,edge_type,transform_type,n_copies,composition_type,comp_scale"
