trial_idx,summary_path,oddball_idx,oddball_abstraction,reference_variance,n_dimensions,abstraction_columns
0,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial0.png,2,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
1,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial1.png,1,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
2,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial2.png,5,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
3,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial3.png,6,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
4,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial4.png,5,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
5,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial5.png,6,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
6,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial6.png,6,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
7,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial7.png,2,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
8,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial8.png,6,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
9,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial9.png,1,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
10,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial10.png,6,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
11,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial11.png,1,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
12,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial12.png,1,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
13,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial13.png,3,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
14,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial14.png,2,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
15,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial15.png,3,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
16,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial16.png,3,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
17,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial17.png,4,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
18,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial18.png,5,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
19,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial19.png,4,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
20,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial20.png,4,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
21,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial21.png,5,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
22,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial22.png,2,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
23,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial23.png,3,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
24,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial24.png,4,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
25,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial25.png,1,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
26,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial26.png,5,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
27,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial27.png,5,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
28,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial28.png,3,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
29,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial29.png,2,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
30,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial30.png,6,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
31,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial31.png,2,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
32,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial32.png,4,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
33,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial33.png,5,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
34,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial34.png,1,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
35,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial35.png,1,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
36,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial36.png,6,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
37,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial37.png,4,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
38,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial38.png,1,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
39,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial39.png,2,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
40,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial40.png,5,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
41,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial41.png,6,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
42,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial42.png,3,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
43,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial43.png,1,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
44,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial44.png,3,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
45,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial45.png,5,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
46,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial46.png,4,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
47,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial47.png,2,n_copies,3,2,"n_sides,edge_type,transform_type,n_copies"
48,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial48.png,6,transform_type,3,2,"n_sides,edge_type,transform_type,n_copies"
49,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial49.png,4,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
50,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial50.png,4,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
51,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial51.png,1,edge_type,3,2,"n_sides,edge_type,transform_type,n_copies"
52,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial52.png,5,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
53,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial53.png,6,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
54,balanced_data/var_balanced/regular_polygons/dim2/var3/summaries/summary=trial54.png,4,n_sides,3,2,"n_sides,edge_type,transform_type,n_copies"
