dim_balanced	regular_polygons	RegularPolygonsOneDimTask	tasks.regular_polygons_variants	1	0	63	regular_polygons_1dim_var0_dim2	None/gemini-flash
dim_balanced	regular_polygons	RegularPolygonsOneDimTask	tasks.regular_polygons_variants	1	1	62	regular_polygons_1dim_var1_dim2	None/gemini-flash
dim_balanced	glyphs	GlyphsFirstTask	tasks.glyphs_variants	1	0	63	glyphs_dim1_var0_dim2	glyphs/gemini-flash
dim_balanced	glyphs	GlyphsFirstTask	tasks.glyphs_variants	1	1	62	glyphs_dim1_var1_dim2	glyphs/gemini-flash
dim_balanced	nuts_and_bolts	NutsAndBoltsCenterTask	tasks.nuts_and_bolts_variants	1	0	63	nab_dim1_var0_dim2	nuts_and_bolts/gemini-flash
dim_balanced	nuts_and_bolts	NutsAndBoltsCenterTask	tasks.nuts_and_bolts_variants	1	1	62	nab_dim1_var1_dim2	nuts_and_bolts/gemini-flash
dim_balanced	totems	TotemsOneModuleTask	tasks.totems_variants	1	0	63	totems_1mod_var0_dim2	totems/gemini-flash
dim_balanced	totems	TotemsOneModuleTask	tasks.totems_variants	1	1	62	totems_1mod_var1_dim2	totems/gemini-flash
dim_balanced	regular_polygons	RegularPolygonsTwoDimTask	tasks.regular_polygons_variants	2	0	32	regular_polygons_2dim_var0_dim4	None/gemini-flash
dim_balanced	regular_polygons	RegularPolygonsTwoDimTask	tasks.regular_polygons_variants	2	1	31	regular_polygons_2dim_var1_dim4	None/gemini-flash
dim_balanced	regular_polygons	RegularPolygonsTwoDimTask	tasks.regular_polygons_variants	2	2	31	regular_polygons_2dim_var2_dim4	None/gemini-flash
dim_balanced	regular_polygons	RegularPolygonsTwoDimTask	tasks.regular_polygons_variants	2	3	31	regular_polygons_2dim_var3_dim4	None/gemini-flash
dim_balanced	glyphs	GlyphsFirstSecondTask	tasks.glyphs_variants	2	0	32	glyphs_dim2_var0_dim4	glyphs/gemini-flash
dim_balanced	glyphs	GlyphsFirstSecondTask	tasks.glyphs_variants	2	1	31	glyphs_dim2_var1_dim4	glyphs/gemini-flash
dim_balanced	glyphs	GlyphsFirstSecondTask	tasks.glyphs_variants	2	2	31	glyphs_dim2_var2_dim4	glyphs/gemini-flash
dim_balanced	glyphs	GlyphsFirstSecondTask	tasks.glyphs_variants	2	3	31	glyphs_dim2_var3_dim4	glyphs/gemini-flash
dim_balanced	nuts_and_bolts	NutsAndBoltsCenterRingTask	tasks.nuts_and_bolts_variants	2	0	32	nab_dim2_var0_dim4	nuts_and_bolts/gemini-flash
dim_balanced	nuts_and_bolts	NutsAndBoltsCenterRingTask	tasks.nuts_and_bolts_variants	2	1	31	nab_dim2_var1_dim4	nuts_and_bolts/gemini-flash
dim_balanced	nuts_and_bolts	NutsAndBoltsCenterRingTask	tasks.nuts_and_bolts_variants	2	2	31	nab_dim2_var2_dim4	nuts_and_bolts/gemini-flash
dim_balanced	nuts_and_bolts	NutsAndBoltsCenterRingTask	tasks.nuts_and_bolts_variants	2	3	31	nab_dim2_var3_dim4	nuts_and_bolts/gemini-flash
dim_balanced	totems	TotemsTwoModuleTask	tasks.totems_variants	2	0	32	totems_2mod_var0_dim4	totems/gemini-flash
